id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,source
847774,18,male,b.sc,6.76,40.6,no,4.5,poor,online videos,medium,hard,df2
847775,18,other,bca,5.88,44.1,yes,9.6,average,mixed,medium,easy,df2
847776,20,other,b.sc,1.01,72.6,yes,4.6,average,coaching,high,easy,df2
847777,20,female,b.tech,1.85,97.0,yes,9.3,good,mixed,low,easy,df2
847778,21,male,b.tech,4.46,80.5,yes,6.9,average,self-study,high,hard,df2
847779,21,female,b.sc,1.38,53.9,yes,5.0,good,self-study,high,hard,df2
847780,19,other,ba,3.7,68.3,yes,4.7,good,coaching,low,moderate,df2
847781,19,other,ba,4.46,57.8,yes,5.9,good,coaching,high,moderate,df2
847782,20,female,b.com,7.78,84.1,yes,8.9,good,online videos,low,hard,df2
847783,18,male,b.com,0.99,75.1,yes,8.3,good,online videos,high,easy,df2
847784,18,female,b.sc,3.4,74.5,yes,9.5,poor,coaching,low,moderate,df2
847785,19,male,b.tech,0.08,78.1,yes,4.1,average,group study,low,moderate,df2
847786,20,other,b.tech,1.13,50.6,yes,8.8,average,group study,low,hard,df2
847787,18,other,b.com,4.06,68.1,no,9.7,good,group study,high,moderate,df2
847788,21,other,bca,7.91,57.8,no,9.5,good,self-study,low,easy,df2
847789,24,male,diploma,2.97,84.4,yes,7.6,average,group study,low,moderate,df2
847790,19,male,b.com,2.34,55.1,yes,5.3,poor,self-study,low,moderate,df2
847791,22,female,bca,3.32,43.1,yes,7.3,poor,coaching,high,moderate,df2
847792,19,other,b.sc,6.41,63.8,yes,7.5,poor,group study,low,easy,df2
847793,24,male,b.sc,5.69,80.8,yes,9.8,good,self-study,low,moderate,df2
847794,19,other,b.com,4.72,85.0,yes,8.8,good,coaching,medium,hard,df2
847795,21,male,b.com,5.77,69.1,yes,9.9,good,coaching,medium,moderate,df2
847796,17,other,diploma,4.3,95.5,yes,9.7,poor,self-study,medium,easy,df2
847797,23,other,ba,4.22,40.6,yes,4.5,poor,self-study,medium,easy,df2
847798,22,male,bca,5.3,66.8,yes,4.4,good,online videos,low,hard,df2
847799,22,male,b.sc,5.79,69.2,yes,9.6,good,mixed,medium,easy,df2
847800,20,other,ba,4.15,79.5,yes,8.8,good,online videos,high,easy,df2
847801,20,female,bba,0.08,40.6,yes,4.1,good,self-study,high,moderate,df2
847802,17,other,bba,7.55,82.9,yes,6.6,poor,coaching,high,moderate,df2
847803,19,male,b.com,4.66,42.4,yes,5.9,poor,coaching,medium,moderate,df2
847804,21,male,bca,3.94,99.0,yes,8.4,poor,self-study,high,hard,df2
847805,19,male,diploma,0.17,46.0,no,6.0,good,online videos,low,moderate,df2
847806,21,male,b.tech,0.33,49.6,yes,8.3,poor,online videos,low,moderate,df2
847807,19,female,bba,0.08,48.3,yes,8.3,good,group study,medium,moderate,df2
847808,23,other,bba,5.71,93.0,yes,9.9,average,mixed,low,moderate,df2
847809,23,other,b.com,7.89,79.4,yes,4.1,poor,self-study,medium,moderate,df2
847810,24,female,b.tech,3.16,41.4,yes,5.2,poor,coaching,low,moderate,df2
847811,18,female,b.tech,3.38,77.3,yes,7.9,poor,online videos,high,easy,df2
847812,21,female,b.com,6.78,99.1,yes,8.6,average,coaching,medium,easy,df2
847813,22,female,b.sc,4.69,97.9,yes,6.4,poor,group study,high,moderate,df2
847814,17,female,bba,6.89,63.7,yes,9.7,good,group study,medium,easy,df2
847815,24,male,b.sc,2.88,82.3,yes,9.7,average,coaching,medium,hard,df2
847816,20,male,diploma,4.33,51.2,yes,5.6,good,self-study,low,moderate,df2
847817,22,female,bca,0.25,85.7,yes,6.8,average,self-study,low,moderate,df2
847818,21,male,bca,5.86,50.2,yes,6.4,average,mixed,medium,moderate,df2
847819,21,female,b.sc,0.73,48.7,yes,5.0,good,self-study,medium,moderate,df2
847820,22,male,bba,0.91,99.4,no,5.3,average,online videos,medium,easy,df2
847821,19,female,b.sc,0.68,56.5,yes,7.8,average,group study,high,moderate,df2
847822,19,male,diploma,5.01,61.7,yes,6.7,good,coaching,high,moderate,df2
847823,17,other,bca,1.74,64.3,yes,7.5,average,mixed,low,hard,df2
847824,17,other,b.sc,6.98,69.7,yes,8.7,poor,self-study,medium,hard,df2
847825,22,male,bba,4.84,49.2,yes,8.1,average,coaching,high,easy,df2
847826,21,female,b.com,5.77,66.4,yes,7.1,good,coaching,medium,moderate,df2
847827,23,male,b.tech,1.42,67.2,yes,6.2,good,group study,medium,moderate,df2
847828,24,other,ba,3.15,63.1,yes,9.0,average,group study,high,moderate,df2
847829,20,female,b.com,5.79,99.4,yes,9.4,average,online videos,medium,easy,df2
847830,20,male,bca,2.67,88.5,yes,9.9,average,mixed,medium,easy,df2
847831,18,female,b.com,0.96,96.6,yes,7.3,poor,coaching,medium,moderate,df2
847832,23,male,b.tech,2.72,90.6,yes,5.0,average,mixed,high,moderate,df2
847833,19,other,bba,2.21,66.7,yes,6.4,good,mixed,low,moderate,df2
847834,24,female,bca,0.89,79.8,yes,4.5,average,coaching,medium,hard,df2
847835,18,other,ba,3.14,86.4,yes,4.6,average,online videos,low,moderate,df2
847836,23,male,b.sc,7.25,72.6,yes,7.3,good,mixed,high,moderate,df2
847837,19,other,bca,7.89,73.9,yes,8.3,good,online videos,medium,hard,df2
847838,22,male,bca,7.37,94.3,yes,5.1,poor,online videos,low,hard,df2
847839,24,female,ba,7.89,99.4,yes,4.8,poor,mixed,low,moderate,df2
847840,21,female,diploma,1.43,70.9,yes,9.4,poor,mixed,high,moderate,df2
847841,22,other,b.com,7.2,67.4,yes,7.0,poor,mixed,medium,moderate,df2
847842,23,female,bba,6.22,49.9,yes,8.2,good,mixed,medium,moderate,df2
847843,24,female,ba,0.96,47.6,yes,8.4,good,self-study,medium,moderate,df2
847844,17,female,b.tech,6.3,73.8,yes,6.7,average,self-study,high,hard,df2
847845,20,female,b.tech,0.61,80.6,yes,4.7,poor,mixed,high,moderate,df2
847846,24,female,b.com,4.19,79.5,yes,9.9,good,online videos,high,easy,df2
847847,22,female,b.com,2.12,95.6,yes,8.8,poor,online videos,medium,easy,df2
847848,19,male,b.tech,5.8,58.9,yes,9.9,average,mixed,medium,moderate,df2
847849,24,other,ba,7.91,65.1,yes,8.8,average,mixed,medium,easy,df2
847850,23,male,b.tech,5.82,70.1,yes,6.2,average,online videos,low,moderate,df2
847851,21,female,b.sc,7.69,85.0,yes,6.4,average,online videos,high,moderate,df2
847852,24,male,b.sc,5.91,43.4,yes,6.7,good,coaching,high,easy,df2
847853,23,female,b.com,4.98,57.3,yes,5.7,poor,self-study,medium,moderate,df2
847854,21,other,b.tech,0.08,64.2,yes,6.0,poor,mixed,low,moderate,df2
847855,21,other,b.com,2.36,71.5,yes,4.1,average,self-study,low,moderate,df2
847856,19,female,ba,5.43,73.1,yes,5.8,good,coaching,low,hard,df2
847857,21,other,b.com,4.66,98.3,yes,5.7,good,coaching,high,easy,df2
847858,18,female,b.com,4.94,69.5,yes,7.0,good,mixed,low,easy,df2
847859,22,other,bca,6.95,66.0,yes,9.2,good,coaching,medium,moderate,df2
847860,24,other,bca,1.83,93.8,yes,5.6,poor,self-study,low,moderate,df2
847861,22,female,b.tech,4.88,95.5,yes,8.7,average,group study,medium,hard,df2
847862,18,male,b.com,2.22,57.9,yes,9.5,poor,online videos,low,hard,df2
847863,18,male,b.tech,5.07,70.6,yes,7.9,good,coaching,low,easy,df2
847864,18,female,bba,7.91,58.5,no,6.2,average,group study,high,moderate,df2
847865,24,male,b.com,1.39,48.3,yes,7.1,good,group study,medium,easy,df2
847866,18,female,ba,3.66,95.3,yes,7.0,good,self-study,medium,hard,df2
847867,21,other,ba,3.08,87.7,yes,7.7,good,mixed,medium,moderate,df2
847868,24,male,ba,7.47,69.8,yes,5.7,average,self-study,low,hard,df2
847869,18,female,b.com,2.34,82.4,yes,9.0,poor,coaching,low,hard,df2
847870,18,other,b.sc,7.35,84.2,yes,7.7,average,online videos,low,moderate,df2
847871,22,female,b.tech,0.61,52.4,yes,4.1,poor,online videos,low,easy,df2
847872,23,female,b.sc,4.96,69.4,yes,4.1,poor,group study,low,moderate,df2
847873,17,other,b.tech,2.79,95.6,yes,9.9,poor,coaching,medium,moderate,df2
847874,20,female,b.tech,6.02,82.2,yes,9.5,good,online videos,low,easy,df2
847875,22,male,b.tech,4.12,95.3,yes,8.8,poor,self-study,high,easy,df2
847876,24,female,bba,3.31,76.9,yes,6.6,poor,online videos,low,hard,df2
847877,24,other,b.sc,0.25,97.4,yes,9.4,average,coaching,high,hard,df2
847878,23,male,diploma,0.61,40.6,yes,7.5,average,online videos,high,hard,df2
847879,17,male,b.com,5.11,57.4,yes,5.7,good,self-study,low,easy,df2
847880,20,other,bba,2.83,92.3,yes,8.5,good,self-study,low,moderate,df2
847881,19,male,b.sc,5.34,78.7,yes,9.9,average,coaching,medium,moderate,df2
847882,21,female,bba,4.46,93.6,yes,9.5,poor,mixed,low,moderate,df2
847883,18,female,bba,4.51,68.5,yes,5.7,good,self-study,low,moderate,df2
847884,21,female,bca,1.59,94.1,yes,7.4,good,group study,high,moderate,df2
847885,21,male,ba,0.27,99.4,yes,5.8,average,group study,high,moderate,df2
847886,17,other,b.sc,4.02,49.2,yes,9.7,average,online videos,high,moderate,df2
847887,23,female,b.com,6.67,80.1,yes,4.5,average,coaching,high,hard,df2
847888,23,other,b.tech,3.16,43.6,yes,4.1,poor,self-study,low,moderate,df2
847889,18,male,b.tech,1.02,62.9,yes,6.1,poor,mixed,low,moderate,df2
847890,23,male,b.sc,1.95,49.1,yes,4.6,average,coaching,high,moderate,df2
847891,21,male,b.sc,3.75,86.8,yes,6.4,poor,coaching,high,moderate,df2
847892,17,male,b.tech,1.81,59.7,yes,5.7,poor,self-study,medium,hard,df2
847893,19,other,bba,2.14,69.3,no,9.1,poor,self-study,low,moderate,df2
847894,23,male,bca,3.14,84.5,yes,5.6,poor,online videos,low,moderate,df2
847895,18,male,b.com,4.59,99.2,yes,9.9,poor,mixed,medium,easy,df2
847896,17,other,bca,7.85,70.5,yes,4.1,good,group study,low,moderate,df2
847897,23,male,bca,2.17,57.6,yes,5.8,good,group study,high,easy,df2
847898,17,other,bca,7.15,86.2,yes,4.7,poor,coaching,low,moderate,df2
847899,20,other,b.com,7.28,52.0,yes,7.9,good,online videos,high,moderate,df2
847900,17,male,b.com,4.67,78.7,yes,8.6,good,coaching,low,easy,df2
847901,19,female,diploma,5.0,94.4,yes,8.9,poor,mixed,low,easy,df2
847902,24,male,b.tech,3.43,77.0,yes,4.1,poor,mixed,high,easy,df2
847903,23,male,bca,0.6,88.1,yes,7.1,poor,self-study,medium,moderate,df2
847904,23,other,b.tech,5.01,44.5,yes,8.4,average,group study,high,moderate,df2
847905,21,female,b.com,5.06,83.0,yes,4.5,poor,self-study,low,moderate,df2
847906,18,other,ba,3.71,41.6,yes,6.5,good,coaching,high,moderate,df2
847907,23,female,b.sc,1.91,60.1,yes,6.6,poor,group study,medium,moderate,df2
847908,21,other,b.tech,3.49,50.3,yes,8.7,average,online videos,medium,easy,df2
847909,18,other,ba,7.16,51.8,yes,9.6,good,self-study,high,moderate,df2
847910,19,male,bca,5.72,41.5,yes,4.6,poor,self-study,medium,moderate,df2
847911,21,female,bba,2.3,50.7,yes,5.7,poor,self-study,high,moderate,df2
847912,21,other,b.sc,5.22,43.7,yes,9.2,good,self-study,high,moderate,df2
847913,17,male,diploma,2.16,68.7,yes,8.6,good,online videos,low,moderate,df2
847914,22,male,diploma,3.18,61.9,yes,5.4,average,online videos,medium,hard,df2
847915,19,female,b.com,0.37,88.8,no,8.9,poor,online videos,high,moderate,df2
847916,23,female,bca,3.43,57.6,yes,9.2,good,self-study,high,moderate,df2
847917,18,female,bca,4.55,81.6,no,9.5,average,self-study,low,moderate,df2
847918,23,other,ba,2.75,88.9,yes,4.6,poor,mixed,high,easy,df2
847919,18,female,bba,2.34,75.3,yes,5.3,average,online videos,low,hard,df2
847920,21,male,b.sc,5.22,77.6,yes,8.6,poor,self-study,high,moderate,df2
847921,24,female,bca,2.23,79.4,yes,5.5,good,online videos,low,hard,df2
847922,20,other,ba,7.87,68.7,yes,8.6,good,mixed,medium,easy,df2
847923,20,other,b.tech,2.42,87.0,yes,9.3,average,group study,high,moderate,df2
847924,24,male,b.tech,5.66,72.1,yes,6.9,average,online videos,high,moderate,df2
847925,21,female,b.com,0.67,97.3,yes,5.2,good,self-study,low,moderate,df2
847926,23,male,diploma,0.32,47.9,yes,7.1,poor,online videos,low,moderate,df2
847927,21,other,b.tech,4.1,48.8,yes,7.6,poor,group study,low,easy,df2
847928,23,male,ba,2.88,74.7,yes,7.6,average,mixed,low,moderate,df2
847929,20,other,bca,7.68,98.3,yes,5.9,poor,online videos,low,moderate,df2
847930,18,male,ba,4.02,92.1,yes,8.2,good,self-study,low,hard,df2
847931,17,other,diploma,4.46,95.4,yes,5.5,good,mixed,medium,moderate,df2
847932,17,male,b.tech,1.0,70.0,yes,9.3,good,self-study,medium,moderate,df2
847933,17,female,b.tech,1.63,77.5,yes,8.9,average,group study,high,easy,df2
847934,21,male,b.sc,4.01,95.6,yes,9.1,good,mixed,high,moderate,df2
847935,22,other,bba,3.35,96.5,yes,9.1,poor,group study,low,moderate,df2
847936,24,female,b.tech,1.55,51.5,yes,7.1,average,self-study,low,moderate,df2
847937,21,male,ba,4.53,70.9,yes,8.7,good,mixed,high,moderate,df2
847938,21,male,b.com,1.53,97.6,yes,4.4,average,self-study,medium,moderate,df2
847939,20,other,b.tech,0.81,64.1,yes,8.5,good,mixed,low,hard,df2
847940,20,male,bba,3.01,91.3,yes,6.2,poor,mixed,medium,moderate,df2
847941,23,female,bca,7.2,96.8,no,4.8,poor,mixed,high,moderate,df2
847942,18,other,b.com,6.33,76.9,yes,4.6,poor,mixed,medium,easy,df2
847943,23,female,bba,7.37,93.9,yes,8.4,average,coaching,high,easy,df2
847944,23,male,b.com,4.05,75.0,yes,9.2,average,self-study,high,easy,df2
847945,20,male,b.com,2.77,82.5,yes,4.2,poor,mixed,high,moderate,df2
847946,22,other,bba,0.62,78.8,yes,9.6,good,mixed,high,moderate,df2
847947,22,female,b.com,4.29,92.2,yes,5.2,average,group study,medium,easy,df2
847948,20,female,b.sc,6.31,73.3,yes,7.7,average,mixed,medium,easy,df2
847949,19,male,ba,5.06,89.1,yes,8.8,average,self-study,high,moderate,df2
847950,19,other,b.tech,7.24,44.0,yes,9.4,poor,self-study,medium,easy,df2
847951,24,male,diploma,1.88,55.2,yes,8.5,average,group study,low,easy,df2
847952,19,female,b.tech,4.4,49.3,no,6.5,poor,online videos,high,moderate,df2
847953,22,male,b.tech,6.01,75.3,yes,4.7,poor,mixed,low,moderate,df2
847954,23,male,b.tech,0.08,70.1,yes,5.3,average,mixed,high,hard,df2
847955,18,female,bca,6.12,57.0,yes,9.2,good,group study,medium,easy,df2
847956,17,female,bca,4.57,61.5,yes,5.2,good,self-study,medium,moderate,df2
847957,21,female,diploma,0.4,91.0,yes,6.2,average,coaching,medium,easy,df2
847958,17,male,b.tech,4.52,68.8,yes,5.9,poor,online videos,medium,moderate,df2
847959,23,other,b.sc,5.62,84.2,yes,7.3,poor,group study,low,moderate,df2
847960,19,other,diploma,7.91,57.8,yes,9.9,good,self-study,high,moderate,df2
847961,22,other,b.tech,0.58,86.1,yes,6.0,average,group study,high,easy,df2
847962,17,male,b.tech,0.62,77.8,yes,8.5,good,self-study,low,easy,df2
847963,18,female,bca,6.6,64.4,yes,5.5,good,self-study,medium,easy,df2
847964,24,other,diploma,7.91,60.7,yes,8.3,average,mixed,medium,hard,df2
847965,22,male,bba,2.53,89.5,yes,6.1,poor,coaching,low,moderate,df2
847966,22,female,b.tech,3.76,70.3,yes,4.2,average,coaching,high,moderate,df2
847967,19,female,b.tech,5.52,52.4,yes,8.9,good,self-study,high,easy,df2
847968,21,male,b.com,3.41,99.3,yes,9.4,poor,coaching,low,hard,df2
847969,19,female,b.com,4.08,85.8,yes,9.3,average,online videos,high,hard,df2
847970,24,female,b.sc,3.96,94.1,yes,5.5,poor,mixed,medium,moderate,df2
847971,23,female,bba,4.53,59.3,yes,8.6,average,self-study,high,easy,df2
847972,18,male,bca,0.19,60.1,yes,7.2,average,online videos,high,moderate,df2
847973,20,other,b.com,4.29,90.1,yes,8.4,average,group study,high,hard,df2
847974,20,female,b.tech,7.06,94.0,yes,9.6,poor,mixed,high,moderate,df2
847975,24,female,b.com,7.91,82.9,yes,9.7,good,group study,high,moderate,df2
847976,24,male,b.sc,6.43,59.8,yes,6.4,average,online videos,low,easy,df2
847977,17,male,b.com,7.21,65.2,yes,8.3,average,mixed,low,moderate,df2
847978,17,other,b.sc,7.5,72.3,yes,6.5,poor,mixed,high,moderate,df2
847979,19,female,bca,2.66,74.2,yes,4.6,average,online videos,low,moderate,df2
847980,23,other,bca,0.98,93.2,yes,5.3,poor,group study,low,moderate,df2
847981,21,other,ba,7.31,88.9,yes,4.1,good,group study,high,hard,df2
847982,24,female,b.tech,7.74,74.2,yes,4.2,poor,online videos,medium,easy,df2
847983,19,female,b.com,4.87,83.8,yes,7.4,good,self-study,low,easy,df2
847984,19,female,b.sc,6.69,80.3,yes,8.0,good,coaching,medium,easy,df2
847985,19,male,b.sc,5.67,89.2,yes,6.8,good,online videos,low,easy,df2
847986,21,other,b.sc,6.64,55.1,yes,6.7,good,self-study,medium,moderate,df2
847987,18,female,b.tech,4.74,83.9,yes,7.4,poor,online videos,high,easy,df2
847988,24,other,diploma,7.86,50.2,yes,6.9,average,online videos,medium,moderate,df2
847989,20,female,b.tech,1.8,92.9,yes,7.6,poor,online videos,high,hard,df2
847990,22,other,ba,0.54,96.5,yes,5.6,good,coaching,high,easy,df2
847991,18,other,bca,7.69,70.7,yes,8.0,good,self-study,medium,hard,df2
847992,20,female,b.tech,2.08,85.9,yes,6.4,average,group study,low,moderate,df2
847993,19,other,b.sc,1.31,51.1,yes,9.6,poor,self-study,low,moderate,df2
847994,19,other,b.com,7.15,64.0,yes,5.4,good,online videos,medium,moderate,df2
847995,17,female,diploma,3.8,76.8,yes,5.7,average,coaching,low,easy,df2
847996,22,male,b.com,7.75,47.0,yes,7.5,average,coaching,low,moderate,df2
847997,20,female,ba,6.04,64.3,yes,7.5,good,group study,high,moderate,df2
847998,22,other,diploma,5.32,55.4,yes,7.5,poor,group study,medium,moderate,df2
847999,19,male,bba,0.08,99.4,yes,7.3,poor,coaching,high,hard,df2
848000,17,other,b.tech,4.81,43.5,yes,8.5,good,group study,medium,hard,df2
848001,24,female,b.tech,2.46,57.9,yes,7.5,good,coaching,low,moderate,df2
848002,21,other,b.tech,5.5,92.6,yes,9.1,average,mixed,medium,moderate,df2
848003,21,female,bca,6.43,84.3,yes,9.3,poor,online videos,medium,easy,df2
848004,21,female,b.sc,5.23,63.1,yes,9.4,good,group study,medium,easy,df2
848005,17,male,b.sc,5.55,59.7,yes,4.1,average,coaching,low,moderate,df2
848006,20,other,bca,4.91,52.8,yes,9.6,average,coaching,low,moderate,df2
848007,21,male,b.tech,4.47,52.9,yes,9.4,average,self-study,medium,moderate,df2
848008,24,female,b.sc,4.67,41.9,yes,5.1,poor,self-study,high,easy,df2
848009,23,female,bba,2.53,92.5,yes,4.7,average,mixed,medium,hard,df2
848010,19,other,b.sc,5.17,65.0,yes,6.9,good,self-study,medium,moderate,df2
848011,22,male,b.tech,5.64,47.7,yes,5.0,average,group study,high,moderate,df2
848012,23,other,b.tech,2.46,49.9,yes,8.3,average,mixed,high,moderate,df2
848013,17,other,b.sc,4.46,88.7,yes,8.8,poor,mixed,medium,moderate,df2
848014,22,male,b.tech,3.63,83.3,no,8.5,good,group study,low,moderate,df2
848015,24,female,b.sc,0.08,46.4,yes,8.3,poor,self-study,low,moderate,df2
848016,18,male,b.sc,7.3,85.9,no,7.3,good,coaching,high,easy,df2
848017,20,male,b.tech,2.14,40.6,yes,8.8,poor,self-study,high,moderate,df2
848018,19,other,b.com,5.92,63.3,yes,6.6,good,online videos,high,easy,df2
848019,18,male,b.tech,2.83,53.7,yes,9.5,average,self-study,low,easy,df2
848020,22,other,b.com,7.74,80.2,yes,9.1,poor,self-study,high,easy,df2
848021,20,other,b.com,2.0,65.7,yes,9.6,poor,group study,medium,hard,df2
848022,22,other,bba,7.37,67.4,yes,9.4,good,coaching,low,easy,df2
848023,19,male,b.com,0.33,44.7,yes,9.9,poor,mixed,medium,hard,df2
848024,24,female,b.tech,7.16,51.2,yes,6.2,poor,coaching,high,moderate,df2
848025,19,female,diploma,7.65,71.3,yes,6.7,poor,self-study,medium,moderate,df2
848026,17,male,b.sc,4.53,59.9,yes,7.1,good,group study,high,moderate,df2
848027,21,female,bba,4.55,81.7,no,4.8,poor,self-study,low,easy,df2
848028,19,male,b.sc,2.09,85.3,yes,5.7,average,mixed,medium,moderate,df2
848029,18,female,b.tech,1.13,91.4,yes,8.3,poor,self-study,high,moderate,df2
848030,18,female,bca,5.82,79.5,yes,6.5,poor,mixed,low,moderate,df2
848031,21,male,b.sc,2.64,81.6,no,7.5,poor,self-study,high,moderate,df2
848032,17,female,b.tech,4.22,41.3,yes,6.1,average,coaching,low,hard,df2
848033,20,female,bba,2.08,88.7,yes,5.7,average,online videos,high,moderate,df2
848034,17,other,b.sc,7.37,98.2,yes,7.5,average,coaching,low,easy,df2
848035,17,male,b.tech,2.7,68.0,yes,6.6,poor,online videos,medium,moderate,df2
848036,21,male,b.sc,5.63,59.8,yes,6.5,poor,self-study,medium,moderate,df2
848037,17,female,b.com,2.02,68.7,no,8.7,average,coaching,medium,moderate,df2
848038,22,other,b.tech,4.29,67.2,yes,8.0,good,mixed,low,moderate,df2
848039,20,female,b.tech,2.93,86.7,yes,8.8,poor,online videos,low,moderate,df2
848040,19,other,bca,2.1,78.6,yes,9.8,poor,coaching,medium,moderate,df2
848041,19,other,b.tech,1.1,66.4,yes,6.3,average,group study,low,easy,df2
848042,18,other,b.sc,3.27,62.2,no,5.1,average,group study,medium,moderate,df2
848043,18,other,bca,4.41,69.9,no,8.9,good,group study,medium,moderate,df2
848044,24,male,ba,4.55,50.5,yes,8.9,average,mixed,medium,moderate,df2
848045,21,other,b.com,4.23,46.4,yes,4.1,average,group study,medium,moderate,df2
848046,23,male,bca,4.35,67.3,yes,7.1,poor,mixed,low,moderate,df2
848047,17,male,b.tech,4.86,42.1,yes,8.2,poor,coaching,medium,hard,df2
848048,23,other,bca,5.3,92.0,no,8.5,poor,group study,medium,hard,df2
848049,23,male,b.sc,7.91,71.2,yes,9.7,poor,coaching,medium,easy,df2
848050,17,male,b.sc,0.08,66.2,yes,5.0,poor,online videos,low,easy,df2
848051,18,female,bca,2.98,97.7,yes,9.9,average,self-study,medium,moderate,df2
848052,23,male,b.com,4.69,88.1,yes,8.9,poor,mixed,low,moderate,df2
848053,23,female,b.tech,7.72,84.5,yes,5.8,good,self-study,medium,moderate,df2
848054,22,other,b.tech,4.7,83.8,yes,5.0,poor,coaching,high,moderate,df2
848055,20,other,bca,2.77,88.3,yes,6.5,poor,self-study,low,hard,df2
848056,21,female,b.tech,1.57,75.8,yes,8.8,poor,coaching,high,moderate,df2
848057,19,male,bba,0.55,50.0,yes,6.0,good,online videos,high,moderate,df2
848058,24,female,bba,0.4,97.8,yes,4.5,poor,online videos,low,easy,df2
848059,20,female,bca,4.91,44.2,yes,9.8,average,group study,medium,hard,df2
848060,20,male,b.com,5.08,79.3,yes,4.5,good,coaching,high,moderate,df2
848061,20,other,bba,0.97,62.5,yes,9.7,good,online videos,low,moderate,df2
848062,24,other,bca,7.91,78.8,yes,9.8,poor,coaching,medium,easy,df2
848063,21,other,b.tech,0.26,68.8,yes,5.9,poor,group study,medium,easy,df2
848064,20,female,b.com,6.6,95.7,yes,4.6,good,online videos,medium,easy,df2
848065,24,male,b.com,6.1,77.3,no,4.1,good,coaching,high,moderate,df2
848066,18,female,b.com,1.12,71.2,yes,8.7,good,group study,low,moderate,df2
848067,20,male,b.com,5.86,99.4,yes,6.4,poor,coaching,medium,moderate,df2
848068,22,female,b.sc,2.92,80.0,yes,7.6,good,group study,high,hard,df2
848069,21,female,b.tech,2.23,40.6,yes,8.9,poor,mixed,high,moderate,df2
848070,18,other,diploma,2.5,75.5,yes,7.2,poor,coaching,high,moderate,df2
848071,23,other,b.tech,4.37,72.1,yes,4.7,poor,online videos,high,hard,df2
848072,21,female,b.sc,3.01,79.2,yes,6.6,average,self-study,medium,moderate,df2
848073,24,other,b.tech,5.18,61.3,yes,4.7,poor,group study,medium,moderate,df2
848074,21,other,bca,7.83,50.0,yes,7.1,average,online videos,high,moderate,df2
848075,19,male,ba,4.23,50.1,yes,8.9,average,online videos,low,easy,df2
848076,24,female,b.sc,5.23,94.8,yes,7.5,good,online videos,high,easy,df2
848077,18,female,bba,6.77,58.8,yes,9.7,average,mixed,high,moderate,df2
848078,23,male,b.sc,6.35,72.5,yes,4.8,good,coaching,low,moderate,df2
848079,19,other,bba,2.21,74.3,yes,4.4,poor,self-study,medium,hard,df2
848080,18,other,b.sc,6.8,49.9,yes,7.8,good,self-study,high,hard,df2
848081,22,male,bba,0.08,76.5,yes,8.4,poor,coaching,low,easy,df2
848082,18,female,b.com,3.36,58.4,yes,9.2,good,online videos,low,easy,df2
848083,23,male,ba,5.16,67.7,yes,9.3,good,self-study,low,easy,df2
848084,17,other,ba,3.3,71.5,yes,8.7,average,coaching,high,moderate,df2
848085,19,male,diploma,5.83,68.3,yes,7.5,average,mixed,medium,easy,df2
848086,18,male,diploma,1.44,72.2,yes,6.7,average,group study,high,hard,df2
848087,17,male,bba,2.52,82.4,yes,9.7,good,coaching,high,moderate,df2
848088,21,male,bba,6.54,90.3,no,5.1,poor,self-study,high,moderate,df2
848089,21,female,b.tech,0.76,47.6,yes,5.8,poor,group study,low,moderate,df2
848090,24,male,ba,2.1,40.6,yes,7.4,poor,coaching,low,moderate,df2
848091,22,male,b.tech,6.07,79.6,yes,6.3,average,coaching,low,moderate,df2
848092,20,other,bca,7.8,51.0,yes,6.7,average,online videos,high,moderate,df2
848093,20,other,b.tech,2.55,71.7,yes,6.7,good,self-study,medium,easy,df2
848094,18,female,bba,6.68,57.6,yes,9.2,good,coaching,low,easy,df2
848095,21,female,diploma,1.58,56.2,yes,5.6,poor,self-study,low,easy,df2
848096,17,male,diploma,2.0,89.8,yes,6.4,average,self-study,low,easy,df2
848097,19,other,b.tech,2.0,58.4,yes,7.3,average,coaching,medium,moderate,df2
848098,21,male,b.sc,3.19,88.1,no,5.0,poor,online videos,high,moderate,df2
848099,19,other,b.sc,7.72,80.3,yes,5.3,average,mixed,low,easy,df2
848100,23,female,bba,3.44,52.0,yes,4.2,poor,self-study,low,hard,df2
848101,24,other,b.com,5.12,88.4,yes,8.2,poor,coaching,high,moderate,df2
848102,19,female,b.com,3.66,93.7,yes,7.7,average,mixed,high,hard,df2
848103,19,other,bba,6.41,73.9,yes,9.1,average,coaching,high,moderate,df2
848104,24,other,diploma,2.14,48.4,no,8.1,poor,online videos,high,easy,df2
848105,17,female,ba,5.73,72.1,yes,5.4,good,group study,medium,easy,df2
848106,23,other,bca,4.08,47.9,yes,9.9,poor,group study,high,moderate,df2
848107,19,other,b.com,2.69,60.5,yes,5.5,poor,group study,high,moderate,df2
848108,21,female,ba,5.1,91.5,yes,6.4,good,mixed,high,moderate,df2
848109,23,other,ba,0.52,78.5,yes,6.2,poor,coaching,low,moderate,df2
848110,23,male,b.com,0.08,92.4,yes,8.4,poor,coaching,low,hard,df2
848111,24,male,bca,6.65,86.3,yes,6.8,average,self-study,high,moderate,df2
848112,20,female,bca,7.06,94.2,yes,8.5,poor,group study,low,moderate,df2
